impl	B	H	T	D	dtype	fwd_ms	fwd_p50_ms	bwd_ms	bwd_p50_ms	peak_mem_mb	iters	ok	err	cfg_block	cfg_fwd_warps	cfg_fwd_stages	cfg_bwd_chaos_warps	cfg_bwd_chaos_stages	cfg_bwd_attn_warps	cfg_bwd_attn_stages	cfg_chaos_iters
sdpa_flash_vortex	2	8	8192	128	bf16	1.9114	1.9137	5.9765	5.9849	640.54	20	1		128	8	2	8	1	8	2	0
sdpa_cudnn_vortex	2	8	8192	128	bf16	1.4549	1.4540	4.3540	4.3560	640.54	20	1		128	8	2	8	1	8	2	0
eager_vortex	2	8	8192	128	bf16	31.9853	32.8814	88.3981	88.5014	16832.03	20	1		128	8	2	8	1	8	2	0
vortex_fused	2	8	8192	128	bf16	0.8911	0.8637	8.6041	8.3998	352.76	20	1		128	8	2	8	1	8	2	0
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9962	0.9924	3.6341	3.6331	385.00	20	1		128	8	2	8	1	8	2	1
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5053	0.5045	1.9564	1.9543	321.00	20	1		128	8	2	8	1	8	2	1
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.7967	1.7903	7.7000	7.7358	321.02	20	1		128	8	2	8	1	8	2	1
sdpa_flash_vortex	2	8	8192	128	bf16	2.3718	2.3721	7.3212	7.3161	960.60	20	1		128	8	2	8	1	8	2	1
sdpa_cudnn_vortex	2	8	8192	128	bf16	1.9124	1.9120	5.6000	5.5975	960.60	20	1		128	8	2	8	1	8	2	1
eager_vortex	2	8	8192	128	bf16	28.0924	28.0890	70.5496	70.5472	16832.07	20	1		128	8	2	8	1	8	2	1
vortex_fused	2	8	8192	128	bf16	1.0470	1.0457	9.3133	9.3585	352.76	20	1		128	8	2	8	1	8	2	1
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9999	1.0037	3.6597	3.6594	385.00	20	1		128	8	2	8	1	8	2	3
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5144	0.5129	1.9620	1.9591	321.00	20	1		128	8	2	8	1	8	2	3
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8006	1.7981	7.6753	7.5915	321.02	20	1		128	8	2	8	1	8	2	3
sdpa_flash_vortex	2	8	8192	128	bf16	3.3067	3.3060	9.8646	9.8682	1472.73	20	1		128	8	2	8	1	8	2	3
sdpa_cudnn_vortex	2	8	8192	128	bf16	2.8361	2.8346	8.2170	8.2154	1472.73	20	1		128	8	2	8	1	8	2	3
eager_vortex	2	8	8192	128	bf16	29.0129	29.0077	73.3179	73.3010	16832.07	20	1		128	8	2	8	1	8	2	3
vortex_fused	2	8	8192	128	bf16	1.1830	1.1856	11.7262	11.7242	352.76	20	1		128	8	2	8	1	8	2	3
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9810	0.9789	3.6061	3.5994	385.00	20	1		128	8	2	8	1	8	2	5
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5111	0.5091	1.9402	1.9366	321.00	20	1		128	8	2	8	1	8	2	5
sdpa_memeff_attn_only	2	8	8192	128	bf16	1.8014	1.8010	7.7675	7.7805	321.02	20	1		128	8	2	8	1	8	2	5
sdpa_flash_vortex	2	8	8192	128	bf16	4.1699	4.1675	12.4569	12.4599	1984.85	20	1		128	8	2	8	1	8	2	5
sdpa_cudnn_vortex	2	8	8192	128	bf16	3.7428	3.7400	10.7810	10.7794	1984.85	20	1		128	8	2	8	1	8	2	5
eager_vortex	2	8	8192	128	bf16	29.9250	29.9104	75.9189	75.7437	16832.07	20	1		128	8	2	8	1	8	2	5
vortex_fused	2	8	8192	128	bf16	1.3626	1.3623	14.3309	14.3648	352.76	20	1		128	8	2	8	1	8	2	5
sdpa_flash_attn_only	2	8	8192	128	bf16	0.9878	0.9869	3.7277	3.6161	385.00	20	1		128	8	2	8	1	8	2	7
sdpa_cudnn_attn_only	2	8	8192	128	bf16	0.5186	0.5189	2.3782	1.9733	321.00	20	1		128	8	2	8	1	8	2	7
sdpa_memeff_attn_only	2	8	8192	128	bf16	2.3060	1.8737	9.5990	8.8470	321.02	20	1		128	8	2	8	1	8	2	7
sdpa_flash_vortex	2	8	8192	128	bf16	5.3744	5.3095	17.6499	17.3988	2496.98	20	1		128	8	2	8	1	8	2	7
sdpa_cudnn_vortex	2	8	8192	128	bf16	5.4039	5.0552	15.9589	15.9232	2496.98	20	1		128	8	2	8	1	8	2	7
eager_vortex	2	8	8192	128	bf16	46.0672	45.8338	115.7371	113.9789	16832.07	20	1		128	8	2	8	1	8	2	7
vortex_fused	2	8	8192	128	bf16	1.7993	1.7876	16.6008	16.6348	352.76	20	1		128	8	2	8	1	8	2	7
